created_on,town,location,title,description,url_id,bedrooms,price
,Nairobi,Westlands,Executive 2-bedroom Apartment To Let In The Heart Of Westlands,"* both bedrooms en suite 
* separate guest bathroom 
* open plan American style kitchen
* internet...",Ct9IYUOTb3ZYt6N9Y9xyzAQu.,2,75000
,Nairobi,Westlands,3 Bedroom to Let in Westlands,3 bedroom apartment with sq and play area for the children and swimming pool,Cw92wMLeRESS1AJEs7nNttwq.,3,150000
,Nairobi,Westlands,Ngara 1bedroom To Let,walking to the city.24hrs security,CzmlRHZGZoB6dzt3vixaxg5d.,1,35000
,Nairobi,Westlands,Two Bedroom Apartment to Let in Westlands,"Well maintained 2bedroom apartment inbuilt wardrobe, kitchen fitted cabinet, balcony, parking,...",IflF9sHLlE4udzmHv2gHT9W.,2,35000
,Nairobi,Westlands,4 Beddroomed Townhouse All Ensuit to Let in Westlands,This property is right off peponi road and in a gated compound. The four bedrooms townhouse is...,UKincfXSLXoD3G7rtwD7Fkp.,4,400000
,Nairobi,Westlands,Spacious 5 Bedroom House To Rent In Runda,"5 bedroom house to rent in Runda
Has spacious rooms 
Has a 2 bedroom guest wing 
Has 2dsqs
Has ample...",aAwRuVP5DWxYW7pkBv76AFp.,5,330000
,Nairobi,Westlands,3bedrooms All Ensuite With Dsq.,"These are very executives newly built apartments on general mathenge road,all bedrooms ensuite,...",aCj4IrJQ8LtxUyJy81DF4oTm.,3,150000
,Nairobi,Westlands,3 Bedrooms All Ensuite + Dsq,"Located in a serene and quiet environment of brooksde drive, this apartment offers the best home for...",aCtiw95tQzcuqDY752mLzfXV.,3,170000
,Nairobi,Westlands,3 Bedroom House In Westlands,3 bedroom apartment in westlands close to sarit center.,aPVzCYkGXj2bllLzajvfgNu.,3,85000
,Nairobi,Westlands,Elegant 2br Furnished Apartment In Westlands,"An elegant two bedroom furnished apartment in the heart of westlands with adequate supply of water,...",aYCUXzBC17SjUUfqzwcAy0At.,2,90000
,Nairobi,Westlands,4 Bedrooms Maisionette Tolet in Parklands,This house is available in parklands 10minutes drive to diamond plaza.,abyaZKrWc4xsWeCdiHlJxGR1.,4,100000
,Nairobi,Westlands,Furnished 2 Bedrooms In Westlands,"Nicely done fittings with modern style
fully furnished 
24 hours security guards and alarm...",akHgytvZO7q14AMcdlQsUPVC.,2,105000
,Nairobi,Westlands,3 Bedroom Msnt Plus Dsq Dsq In Westlands,Three bedroom maisonate with an sq n a study room. can be sued for office or residential purposes....,b60gO3c2w4Cth11hJcFFPzOP.,3,100000
,Nairobi,Westlands,4 Bedroom Townhouse to Let in Runda,Beautiful and modern 4 bedrooms all ensuite detached town houses with private gardens and in a...,bjMQ9Oz1CVWEKLPcTT2lLNVC.,4,200000
,Nairobi,Westlands,Well Maintained One Bedroom Flat,Well maintained one bedroom flat with a servant quarter. Rent inclusive of service charge.,bo8scqPfYyPiWjiCVcDX3EC8.,1,43000
,Nairobi,Westlands,"Exclusive Furnished 1 Bedroom Apartment In Westlands, Westlands Area","Boasting a prime location, are this well positioned apartments in a relaxing environment offering...",cKcDDslaZZVnVu1PVQkar1AK.,1,80000
,Nairobi,Westlands,One Bedroom Apartment,A nicely done 1bedroom apartment.located in westlands in a quite serene environment.spacious bedroom...,cLN4Fwqfx8miakT1uJHNKQjJ.,1,40000
,Nairobi,Westlands,5 Bedrooms With Dsq Fully Furnished Penthouse Apartment,"A new, luxurious and opulent penthouseon 3 levels at Sepal Garnet is available to let along the...",cSJQkwabwonSrzXSclHoAkVP.,5,400000
,Nairobi,Westlands,Westlands Beautivfully Furnishe One Bedroom Letting,"One #bedroom fully #furnished 
#apartment #tolet 
Locatiom #westlands
An artistically done unit...",ckDZtyGj9hJRkl6a5Ecn2u6U.,1,90000
,Nairobi,Westlands,3 Bedrooms 80k in Westlands,"Along rhapta road with
>24 hrs security guards,24hrs backup with alarm,
24hrs , u.N security...",cstSHMNNhMxkmJCcBtRK57mX.,3,80000
,Nairobi,Westlands,Luxurious One Bedroom in Westlands.,A luxurious 1br in the heart of westlands with adequate supply of water and internet connectivity...,d4QWO62KunLoNxbaIMmG8r2j.,1,40000
,Nairobi,Westlands,Lavish 1-Bedroom Furnished and Serviced Apartment to Let in Westlands,"* very lavishly furnished
* front porch that is also furnished
* separate guest bathroom
* open plan...",d4k1ZxaE8gC8ksfvkxyvvegg.,1,80000
,Nairobi,Westlands,Westlands 2 Bedroom Apartment To Let,To let- available immediatley is a 2 bedroom apartment in westlands along rhapta road .Located in...,dCEt5TzA7GRmDhX2hTmdSTd3.,2,60000
,Nairobi,Westlands,Spacious 2bed Apts in a Central Location Near Kempisky,Located conveniently close to Chiromo and Kempisky. This is a highly urban locality with most office...,dCn4LDKZB48SlEw1WI0AQlyo.,2,48000
,Nairobi,Westlands,Waiyaki Way Mountainview Area Lovely 2 Bedrooms Master Ensuite Letting,"Endmonth deal! 

waiyaki way... letting, lovely 2 bedrooms, well maintained, waiting for a tenant,...",dFjQPQ9phKFr3SLLJjA1FWLo.,2,45000
,Nairobi,Westlands,An Exclusive 2 Bedroom Unfurnished Apartment,"This is  an exclusive two bedroom  unfurnished apartment with an elegant design, well-articulated...",dMAdNOkubilbzMYYE3CbwCsW.,2,110000
,Nairobi,Westlands,"Westlands, Brookside Drive,Fully Furnished Three Bedroom Apartment, No","Exclusive fully furnished three bedroom apartment ,off brookside drive, is accessible from both...",dSQIA9Ytu2c0waLDfBbLX2y4.,3,100000
,Nairobi,Westlands,To Let: Brand New 2bed+Dsq Near Kianda School,"Beautiful new two bedroom apartment with fully fitted kitchen, spacious living room, separate...",dT0spreVbTMeogRR5d4SRmSG.,2,80000
,Nairobi,Westlands,Modern Decent 2 Bedroom,"Water , electricity, and wi-fi are available",dk4yBdPF6uoJGUdzD0zJCHA9.,2,12000
,Nairobi,Westlands,Executive 3br Plus Servant Quarter,A fantastic three bedroomed apartment plus a servant quarter  in the heart of Loresho with the...,dlYYRrlyUkdH32CJlfIQqxM5.,3,65000
,Nairobi,Westlands,3bedroom Apartment To Let In Westlands,Three bedroom apartment to let in westlands,doHkZIB9g7ud6bMEAkEJLi8r.,3,75000
,Nairobi,Westlands,Three Bedroom Apartment to Let in Riverside Drive,"Spacious 3bedroom apartment master ensuite, guest toilet, spacious lounge with separate dining area,...",dpkocOL4h6oxiWoO66M9C3c4.,3,50000
,Nairobi,Westlands,"New, Specious 3brm Apartment, Westlands","specious 3 brm apartment in a very quiet yet very accessible part of Westlands.

the apartments are...",dyqVh36ewjPVqFFJnQPyGOsP.,3,150000
,Nairobi,Westlands,5 Bedrooms Apartment to Let in General Mathenge Road,"24 hours security guards ,cctv, u.N approved security standards
with ample parking space
excellent...",eFq9c5cSXmebb3zyW1TUy8p.,5,130000
,Nairobi,Westlands,3bedroom Apartment to Let in Westlands,"This is a three bedroom flat in Westlands in a very good condition, very spacious with a very nice...",eTUJD5zqlBfq9c4skb0sElrI.,3,65000
,Nairobi,Westlands,Lower Kabete 2bedroom,"✓ to let - lower kabete, just past university of nairobi, school of business
✓ 2 apartments...",f21kRAzRujJ4aQcMA7ETP7Uu.,2,25000
,Nairobi,Westlands,Executive 1-Bedroom FURNISHED Apartment to Let in Westlands,"* very tastefully furnished 
* quite spacious with an open kitchen
* UN-rated security concierge 
*...",f7DNe4fqwVKcGKFniI6HfblF.,1,105000
,Nairobi,Westlands,Executive Two Bedroom Brand New to Let Along Ngong Road,"Brand new executive one bedroom with borehole water,good security,lift and backup generator",fc1nzEuKY3pKd2h7eJzRu5pe.,2,45000
,Nairobi,Westlands,Fabulous 3br +DSQ All Ensuite Apartment On Riverside Drive,"A fantastic 3br all ensuite apartment plus a DSQ on Riverside drive. 
Salient features :
*3br all...",fiK3Knak31IU4GZH6bAoyi8Y.,3,140000
,Nairobi,Westlands,4 Bedroom Loresho Crescent,This is a well renovated bungalow located in loresho. It‘s a 4 bedroom with sq.  Has nice a compound...,fqDUDtc2DCQfv78fZIPpab90.,4,200000
,Nairobi,Westlands,"Westlands, Fox Close Exclusive Gem Three Bedroom Apartment",The stylish interiors and furnishings are a vision of modern design. The apartments have two and...,g0bGPjvtbeGziVmyk6FBiEvZ.,3,150000
,Nairobi,Westlands,1 Bedroom In Westlands,"Ample parking space 
clean and well maintained 
24hours security guards and alarm system
close to...",g5pOOvtsesTPpWhrOevzZ3Pn.,1,50000
,Nairobi,Westlands,4 Bedroom House To Let In Peponi Road,"4  bedroom, family home situated in peponi road  and moments from peponi school , 12 min to the un...",g6HjVCyCTqFrLz5C5lG8wG5w.,4,250000
,Nairobi,Westlands,4bedroom Massionate To Let In Muthaiga North,4bedroom massionate to let in a gated community in muthaiga Balozi Estate with maximum security and...,gcmq0gatSjrBMRTjFRDNkvbB.,4,110000
,Nairobi,Westlands,Available 3 Bedroomed Fully Furnished Apartment Master Ensuite,"Exclusive 3 bedroom fully furnished apartment master ensuite, with a bathtub, balcony and a pool.",gq94FDIWXEJYtpaqMraBsfc7.,3,135000
,Nairobi,Westlands,Two Bedrooms Guest House To Let In Kyuna,"- two-bedroom guest house 
- kitchen area
- It’s in a secure place 
- security is inclusive of the...",gqu8D5X7OR8u5Y2X5vFrRUcB.,2,45000
,Nairobi,Westlands,Luxury 3 Bedroom High End Apartment To Let,"These modern apartments are ideally located along general mathenge rd, westlands, which is minutes...",grbzneOluspVNCjUw6sPULqo.,3,350000
,Nairobi,Westlands,"3 Bedroom Townhouse + DSQ TO LET - Waiyaki Way, Westlands",This is a spacious 3 bedroom master en suite townhouse with a one bedroom detached sq being let in...,hAbXLAtBtAOMTTYPJ2zT0Jb1.,3,110000
,Nairobi,Westlands,2bedrooms Apartment With Dsq,"Newly done,2bedrooms plus a servant quarter.spacios rooms and kitchen.located in Westlands.wooden...",hH4LkxR98rpM76TvLB2yoKv7.,2,95000
,Nairobi,Westlands,4 Bedroomed Townhouse All Ensuit to Let in Westlands,"This townhouse has the following features;
(i)	It has 4 bedrooms all en-suite with an SQ.
(ii)	The...",hKg0jPosv7Yw7kyE6Ob12T6R.,4,400000
,Nairobi,Westlands,4 Bedroom Plus Dsq Apartment (Duplex),"The 4 bedrooms plus sq is located along  Westlands, on along Rhapta rd. .The apartment   is a duplex...",hLzyN2MILag6FcIMIMQnXOGK.,4,200000
,Nairobi,Westlands,4 Bedrooms All Bedrooms Ensuite Unfurnished Massionette,"This is a Very spacious ,affordable and peaceful  4 bedrooms massionette all ensuite with dsq, very...",hOoGl6b8v4sExJDURlb12Gbx.,4,160000
,Nairobi,Westlands,2 Bedroom to Let in Rhapta Road,"Unfurnished 2 bed apts+ dsq in westlands, situated on 2nd floor. Master bedroom en-suite, 2 rooms...",hSH47hcoVV0ceGxaCdo5sKEX.,2,90000
,Nairobi,Westlands,2 Bedroomed Apartment All Ensuit To Let In Westlands.,"The Apartment is ideally located in Nairobi's prime Westlands area, along Mvuli Road just off one of...",hYYeVkMvyYLsp8yh3pKgmyEq.,2,100000
,Nairobi,Westlands,"Attractive 2bedrooms Apartment Furnished/Unfurnished. Pool, Generator",Very impressive Secure 2bedrooms apartments furnished or unfurnished. This apartment offers lovely...,hbHGesP9DRU7KnRwR8EkHkdu.,2,110000
,Nairobi,Westlands,4 Bedroomed House To Let In Kyuna,Enjoy the peace and tranquility of kyuna in this renovated and very beautifully done 4 bedroom...,he8jg5ZEvxaRldJy4WT2gwsY.,4,160000
,Nairobi,Westlands,"Brookside 2 Bedrooms , Pool And Gym",2 bedroom fully furnished apartment in brookside with a pool and a gym.,hmmxwM4995gALm5EKyIUI2kh.,2,160000
,Nairobi,Westlands,One Bedroom Apartment to Let in Westlands,"Executive 1bedroom apartment with excellent finishing spacious lounge with wooden floor, American...",hqsJ70UNhm1KYkBLAdW2EnKM.,1,50000
,Nairobi,Westlands,Spacious 2br Apartment in Westlands,"Spacious 2bedroomed apartment in the heart of westlands with adequate supply of water, CCTV...",hyTve3w1UnV67p1ijFhY6Tq3.,2,45000
,Nairobi,Westlands,1 Bedroom in Westlands 45k,"Secure location near sarit center
24 hrs security guards
clean and well maintained
ample parking...",hz46hd51TOV20ffGC5948fCp.,1,45000
,Nairobi,Westlands,4 Bed +Dsq Westlands,"parking.
can be used as an office or residential
fully installed with CCTV if used as an...",i5jHDwFroiNuvNCSyPQmrdzd.,4,125000
,Nairobi,Westlands,A Lovely 3 Bed Flat On 2nd Floor Near Mayfair -westlands,"Not too far from Westlands CBD is thiis welll  lit flat on ground flr .Has a pantry  ,large...",i8Os5BsLteAIWlgZXaXxh5bc.,2,45000
,Nairobi,Westlands,"Elegant 3 Bedrooms Apartment To Let In Westlands, Nairobi","Elegant 3 bedrooms apartment to let in westlands, nairobi

in the prime suburb of westlands are...",iDQfvLoJbGzlW9YR1cmNEaE0.,3,160000
,Nairobi,Westlands,Exclusive 2 Bedroom Penthouse Apartment Both Ensuite,"Available for immediate occupation, an exclusive 2 bedroom penthouse apartment both ensuite master...",iLhiJAXXTBycSzSboQt5VYci.,2,90000
,Nairobi,Westlands,Two Bedroom Apartment To Let In Westlands,located in the heart of Westlands.ample space and good lighting,iMNf37IvxtxbRuAv0FFyUIoQ.,2,50000
,Nairobi,Westlands,Modern Luxury 2 Bedroom Apartment To Let,"Newly built 2 bedrooms luxury apartments for rent on General Mathenge, Westlands.

Apartment...",iOXXxcCXyNZuivAvf2EhnyMY.,2,135000
,Nairobi,Westlands,2br Apartment in Westlands,A well refurbished two bedroomed apartment in the heart of westlands with adequate supply of water...,ipNQscRgF9kt6y1gcq9rGdYw.,2,30000
,Nairobi,Westlands,4 Bedroomed House In A Compound Of 2 Uninits To Let In Gigiri,"4-bedroom rustic family home in Gigiri only two in the compound.
Situated in the much sought-after...",izU0ofvKyq1sVTkH1ub6Eg1M.,2,260000
,Nairobi,Westlands,3 Bedrooms Apartment to Let,"Spacious 3 bedrooms apartment with self contained Sq, all bedrooms are ensuite,sitting and dining...",jEx5LWpkpKEBJ5azP98aa12q.,3,90000
,Nairobi,Westlands,One Bedroom Apartment to Let in Westlands,"Spacious 1bedroom apartment, toilet and bathroom separate, inbuilt wardrobe, kitchen fitted cabinet...",jFGVMV0b3sHIRCh70NKFXuM0.,1,40000
,Nairobi,Westlands,Letting Bed And Breakfast Two Bedroom Apartment At Westlands,Exclusive offering this fabulous furnished & serviced  Apartments offering 2 bedroom units...,jSUXIZIcaTDVH0gKiLfOgglN.,2,120000
,Nairobi,Westlands,5 Bedroomed House In Gigiri To Let,Five bedroom double storey stand alone house in the leafy urban area of gigiri it has close...,jUa1YqkbzoNDSGORwelUzDUW.,5,270000
,Nairobi,Westlands,Fully Furnished One Bedroom Apartment In Westlands To Let,Fully furnished spacious one-bedroom with ample parking clean and well-maintained compound 24-hour...,k00hNj9R88X5e4fRx1SG2vgK.,1,105000
,Nairobi,Westlands,Fully Furnished 1 Bedroom Apartment To Rent In Westlands,"Located in a very secure apartment in westlands with 24 hours security guards and alarm system, cctv...",kNXFVQeJklUfbTCmgMMCeIcy.,1,100000
,Nairobi,Westlands,3bedroom To Let In Imara Daima,"This is a very nice three bedroom located at Imara Daima, master ensuite very spacious and well lit...",kOmeAhgKYU7Ek8Vvk7EsPQBP.,3,50000
,Nairobi,Westlands,"Exquisite 1-bedroom Furnished, Serviced Apartment To Let In Westlands","* state of the art furniture and interior decor.
* high speed internet.
* daily housekeeping...",kUCiTq4GHHCBwAL9qlcjPlXf.,1,140000
,Nairobi,Westlands,Well Lit 5bed Maisonnete Off Raphta Rd,Very convenient location away from the busy Westlands CBD yet closer to major public...,kV6ekzYDpcMBOBwThkkR9ust.,5,120000
,Nairobi,Westlands,Executive Two Bedroom All Ensuite Westlands,"Letting executive two bedroom all ensuite westlands
rent::70,000/-
contact 
key features::-
✓very...",kZykSCRaIoCdCtrm63nTSidn.,2,70000
,Nairobi,Westlands,3 Bedroom Fully Furnished Apartment In Westlands Muthangari,"fully furnished three bedroom with the following features.
back up genratir
cctv system
swimming...",kh8iY9q6kCfbU1PmEUjHXsO3.,3,150000
,Nairobi,Westlands,Near Parklands Baptist Church 3 Bedroom Fully Furnished Apartment,"Exclusive 3 bedroom fully furnished Apartment master ensuite, wooden parquet floor. Prefer long term...",kqHgmsM4iQWBMMbjzlab9jm9.,3,150000
,Nairobi,Westlands,Available Self Contained Servants Quarter for 1 Westlands Rhapta Rd,"A neat small servants quarter, separate from main apartment. Self contained with a shower/...",kv76T3fbdopNTJyEeZde5bug.,1,15000
,Nairobi,Westlands,1 Bedroom in Westlands 50k,"Spacious rooms with natural light
24 hours security guards and alarm system cctv
ample parking...",l8kof05bUTtodgUksTsR94Qa.,1,50000
,Nairobi,Westlands,3-bedroom Apartment To Let In Westlands,"* master en suite
* separate and very spacious living and dining areas
* very spacious kitchen with...",l9WvyB9ZlUK1Ci45G4eJzT0d.,3,73000
,Nairobi,Westlands,3 Berooms to Let in Brookside Drive,"Spacious rooms with natural light
24 hours security guards,with approved u.N security...",lhgb2nHQZPM5Cz37TXQRTID6.,3,120000
,Nairobi,Westlands,Stylish 4 Bedrooms All Ensuite Villa On Half Acre To Let In Runda,A spacious modern new townhouse located in the heart of Runda in a serene environs of Kigwaru...,lhs1ymS5ZIjhJ77A7OBSJxYV.,4,220000
,Nairobi,Westlands,3 Bed Westlands,"3 bedroomed ground floor old style spacious apartment in Westlands.Master ensuite, spacious dinning...",llDJgpQFSwpEomwDG0fyGZ83.,3,75000
,Nairobi,Westlands,3 Bedrooms Apartment In Westlands 65k,"24 hours security guards and alarm system
Clean and well maintained Compound with ample Parking...",lmayCI83bU6alU1PhVuzlzDQ.,3,65000
,Nairobi,Westlands,5 Bedrooned House To Let In Nyari,This beautiful and elegantly finished 5 bedroom house is located within the upmarket Nyari central...,lmegMtz9zhMQWPs58TQo8roo.,5,250000
,Nairobi,Westlands,Spacious Two Bedroomed Apartment In Westlands,spacious two bedroomed apartment with adequate supply of water and internet connection on board. The...,lmq4aCenb2Phja1u5Xo4XsZm.,2,65000
,Nairobi,Westlands,5 Bedroom Penthouse,Are You interested in a Luxurious and Perfect yet affordable Penthouse? ...This is the BEST place...,m8h9jtSk1aolgNbFIJ0qnYDm.,5,350000
,Nairobi,Westlands,3 Bdrm Apartment to Let,"Letting this elegant and spacious apartment in westlands, close to westgate mall & sarit...",mBvp4BcQR7pYJ6LQysoXExQD.,3,70000
,Nairobi,Westlands,1bedroom House to Let in Westlands,"This is a very nice and spacious one bedroom flat located in Westlands, very close to Westlands and...",mMjEJbKJAzD5RIhQ69zF5kag.,1,50000
,Nairobi,Westlands,Modern 5 Bedroom House With a Detached Guest Wing,This a rare gem spacious townhouse in Rosslyn park on 1/2 an acre in a tranquil community of 16...,mVlSq41AlK8GXvz8Z4BVGn7c.,5,450000
,Nairobi,Westlands,Specious 4 Bedrooms All en Suite to Let in Spring Valley,"Four bedroom apartment all en suite to let in spring valley.
Features:
-lift
-bore hole.
-full puwer...",mrdbgnStb0WmFDX5YSTeeZQI.,4,150000
